94 226.599620	1.624450  2002 	22.322	21.746	
95 226.596550	1.641480  1992 	23.370	22.175	
96 226.617530	1.656460  1487 	23.424	22.574	
97 226.621500	1.673360  1570 	23.836	22.458	
98 226.583220	1.649150  1614 	24.216	23.056	
99 226.607770	1.666870  1761 	22.193	21.468	
100 226.588760	1.661940  1653 	23.410	22.214	
101 226.615250	1.687340  1746 	23.561	22.491	
102 226.635890	1.705140  1922 	23.052	21.992	
103 226.580030	1.667820  1610 	23.096	22.384	
104 226.601130	1.684510  1941 	23.083	22.375	
105 226.623070	1.701990  1805 	23.602	22.561	
106 226.634740	1.715180  1806 	23.373	22.573	
107 226.633840	1.731680  1494 	21.562	20.572	
108 226.583220	1.713120  1600 	24.027	22.906	
109 226.626370	1.743550  1512 	23.072	22.309	
110 226.585110	1.718440  2198 	23.861	22.902	
111 226.599880	1.730730  1829 	21.739	20.606	
112 226.564040	1.706740  1334 	23.542	22.750	
113 226.596520	1.733610  1765 	23.170	22.473	
114 226.597040	1.745330  1576 	22.836	22.049	
115 226.613150	1.623730  1738 	25.056	23.800	
116 226.626320	1.595740  1617 	24.897	23.730	
117 226.618170	1.587230  1495 	23.969	22.970	
118 226.619960	1.589800  1621 	25.123	23.900	
119 226.656090	1.617410  2061 	22.636	21.429	
120 226.658130	1.623040  1678 	23.071	22.061	
121 226.599460	1.589950  1374 	23.602	22.939	
122 226.614420	1.600720  1905 	21.838	20.845	
123 226.612800	1.599790  1803 	22.891	22.021	
124 226.606000	1.618560  1717 	23.552	22.650	
125 226.592860	1.616680  1655 	23.421	22.734	
126 226.584140	1.626010  2261 	22.711	21.879	
127 226.549460	1.610960  2050 	23.384	22.351	
128 226.565570	1.624920  2088 	23.184	22.153	
129 226.554010	1.620380  1828 	24.015	22.927	
130 226.544130	1.625700  2061 	23.391	22.488	
131 226.512940	1.609300  1867 	23.300	22.103	
132 226.568890	1.649210  1509 	24.014	22.998	
133 226.566600	1.648040  1572 	24.527	23.447	
134 226.497690	1.602600  1851 	23.665	22.871	
135 226.510670	1.615160  1516 	23.911	22.756	
136 226.465260	1.593000  1991 	23.522	22.909	
137 226.493090	1.620560  1328 	23.554	22.641	
138 226.537430	1.659090  1728 	22.885	21.702	
139 226.422080	1.588300  1466 	23.517	22.850	
140 226.496060	1.640490  1767 	24.159	22.786	
141 226.483710	1.632210  1410 	22.149	21.359	
142 226.476540	1.651700  1928 	23.062	22.424	
143 226.397150	1.621070  1506 	22.913	21.987	
144 226.410080	1.630380  1944 	22.657	21.551	
145 226.628000	1.618100  1432 	23.418	22.330	
146 226.643250	1.622200  1553 	23.382	22.630	
147 226.691810	1.535130  1268 	22.253	21.417	
148 226.689880	1.540930  1839 	23.068	22.057	
149 226.672540	1.552730  1444 	22.980	22.037	
150 226.672740	1.561520  1727 	23.222	22.344	
151 226.623460	1.552070  1646 	22.395	21.369	
152 226.623890	1.555160  2328 	22.020	21.068	
153 226.647520	1.574250  2051 	22.847	21.678	
154 226.663670	1.594280  1407 	22.725	21.876	
155 226.676090	1.606120  1892 	23.354	21.820	
156 226.653710	1.598690  2180 	23.779	22.495	
157 226.657590	1.609140  1908 	23.069	21.981	
158 226.656010	1.611280  1728 	23.622	22.591	
159 226.597800	1.624710  1775 	23.491	22.475	
160 226.630590	1.653670  1899 	22.979	22.146	
161 226.608960	1.666900  1625 	24.264	22.665	
162 226.596020	1.669730  1427 	22.614	21.566	
163 226.611640	1.688370  1128 	22.732	21.895	
164 226.585890	1.672690  1860 	22.569	21.759	
165 226.539520	1.718760  2111 	22.521	21.779	
166 226.617810	1.488680  1581 	21.551	20.842	
167 226.631020	1.510600  1502 	21.879	21.027	
168 226.639860	1.525730  1716 	22.726	21.807	
169 226.632210	1.521660  1801 	22.661	21.764	
170 226.657430	1.551910  1856 	22.699	21.680	
171 226.634280	1.540050  1652 	22.481	21.580	
172 226.596730	1.526610  1717 	24.047	22.929	
173 226.605120	1.551380  1764 	23.487	22.630	
174 226.618830	1.563820  1839 	22.340	21.392	
175 226.611520	1.583390  1668 	23.167	22.077	
176 226.593600	1.575840  1532 	23.682	22.486	
177 226.572300	1.586440  2301 	23.076	22.127	
178 226.561750	1.579090  1728 	23.525	22.597	
179 226.555240	1.579780  1312 	23.229	22.419	
180 226.543740	1.573130  1373 	23.032	21.957	
181 226.579460	1.599090  1921 	22.444	21.607	
182 226.538320	1.570820  1586 	22.261	21.376	
183 226.551900	1.593740  1791 	22.948	22.004	
184 226.565310	1.623960  1647 	23.168	22.260	
185 226.495430	1.590700  1828 	23.337	22.229	
186 226.510320	1.603460  1451 	23.665	22.696	
187 226.510750	1.623180  1931 	22.482	21.711	
188 226.464390	1.630020  1609 	21.526	20.516	
189 226.588880	1.676930  1906 	23.098	22.028	
190 226.583530	1.678660  1679 	21.602	20.548	
191 226.630350	1.637130  2179 	22.307	21.467	
