#ID 	 RA 	 DEC 	 RV 	 RV_err 	 RAD 
NGC4486_S244 	187.661990	12.429300	1342	30	3.45
NGC4486_S245 	187.745640	12.430740	1546	28	3.33
NGC4486_S246 	187.701230	12.431590	1123	19	2.44
NGC4486_S247 	187.705700	12.431910	1865	20	2.45
NGC4486_S248 	187.684420	12.433610	1748	19	2.84
NGC4486_S249 	187.718910	12.433760	 659	18	2.67
NGC4486_S250 	187.663420	12.434220	1638	30	3.59
NGC4486_S251 	187.651050	12.434640	2109	29	4.14
NGC4486_S252 	187.698270	12.434770	1267	31	2.66
NGC4486_S253 	187.686380	12.434880	1440	31	2.86
NGC4486_S254 	187.710310	12.435760	1202	20	2.69
NGC4486_S255 	187.672190	12.436480	1364	21	3.36
NGC4486_S256 	187.714860	12.437500	 902	28	2.83
NGC4486_S257 	187.674210	12.437460	1275	20	3.34
NGC4486_S258   187.724600	12.437870	1042	24	3.01
NGC4486_S259   187.674930	12.439520	1441	20	3.43
NGC4486_S260   187.726920	12.439990	1258	20	3.18
NGC4486_S261   187.667140	12.440370	1299	30	3.73
NGC4486_S262   187.751780	12.440820	1428	28	4.01
NGC4486_S263   187.719910	12.441400	 824	19	3.13
NGC4486_S264   187.713610	12.441020	1024	18	3.03
NGC4486_S265   187.702440	12.441510	1366	12	3.03
NGC4486_S266   187.541050	12.441720	1204	27	10.13
NGC4486_S267   187.573910	12.442870	1930	20	8.34
NGC4486_S268   187.733280	12.445590	 750	28	3.64
NGC4486_S269   187.656630	12.447080	1059	29	4.43
NGC4486_S270   187.740350	12.448200	2073	22	3.97
NGC4486_S271   187.654870	12.449380	1654	29	4.60
NGC4486_S272   187.682740	12.449700	 870	20	3.77
NGC4486_S273   187.658440	12.450470	1361	29	4.52
NGC4486_S274   187.700930	12.451350	1411	18	3.63
NGC4486_S275   187.687870	12.452100	1286	29	3.81
NGC4486_S276   187.698360	12.452540	 965	18	3.71
NGC4486_S277   187.749230	12.453290	1317	28	4.51
NGC4486_S278   187.753580	12.454620	1615	28	4.72
NGC4486_S279   187.652800	12.454930	 771	28	4.93
NGC4486_S280   187.855170	12.455210	 948	17	9.55
NGC4486_S281   187.735750	12.456360	1325	28	4.29
NGC4486_S282   187.941490	12.455860	1320	25	14.34
NGC4486_S283   187.721600	12.456090	1312	30	4.00
NGC4486_S284   187.758220	12.457440	1093	28	5.02
NGC4486_S285   187.719790	12.457760	 967	28	4.08
NGC4486_S286   187.672530	12.458040	1538	28	4.47
NGC4486_S287   187.644740	12.459480	1295	31	5.45
NGC4486_S288   187.730210	12.462670	 677	30	4.52
NGC4486_S289   187.726740	12.463940	1138	29	4.54
NGC4486_S290   187.760090	12.464420	 850	28	5.42
NGC4486_S291   187.744170	12.466120	1605	29	5.03
NGC4486_S292   187.813260	12.465800	1076	10	7.72
NGC4486_S293   187.299950	12.466810	1124	15	24.22
NGC4486_S294   187.689500	12.471430	 784	29	4.91
NGC4486_S295   187.747390	12.472620	1185	32	5.46
NGC4486_S296   187.557390	12.472320	1455	11	9.98
NGC4486_S297   187.665410	12.484580	1200	29	6.09
NGC4486_S298   187.897020	12.484200	1220	10	12.51
NGC4486_S299   187.419560	12.491760	1050	10	17.84
NGC4486_S300   188.073620	12.493240	1356	39	22.40
NGC4486_S301   187.812910	12.494100	1431	10	8.80
NGC4486_S302   187.442030	12.494150	1098	14	16.65
NGC4486_S303   187.492450	12.494980	1315	12	13.98
NGC4486_S304   187.801480	12.495540	1604	17	8.40
NGC4486_S305   187.798090	12.502780	1245	17	8.61
NGC4486_S306   187.331870	12.510560	1409	11	23.06
NGC4486_S307   187.862360	12.512360	1894	13	11.70
NGC4486_S308   187.504750	12.513170	1234	16	13.88
NGC4486_S309   187.411080	12.526390	 441	24	19.09
NGC4486_S310   187.844650	12.535700	 958	16	11.89
NGC4486_S311   187.765360	12.536950	 681	11	9.42
NGC4486_S312   187.796400	12.537800	1229	38	10.27
NGC4486_S313   187.524100	12.539720	1424	13	13.89
NGC4486_S314   187.815500	12.557590	1364	11	11.87
NGC4486_S315   187.908140	12.568890	1244	11	15.94
NGC4486_S316   187.721240	12.569460	1481	37	10.74
NGC4486_S317   187.597900	12.585510	1659	16	13.27
NGC4486_S318   187.765100	12.588300	1919	40	12.33
NGC4486_S319   187.674550	12.590420	1563	30	12.10
NGC4486_S320   187.698650	12.599800	1203	18	12.53
NGC4486_S321   187.951800	12.601280	1091	17	19.15
NGC4486_S322   188.008030	12.603300	1329	12	21.81
NGC4486_S323   187.610440	12.616850	 849	 9	14.65
NGC4486_S324   187.628960	12.617830	 596	11	14.33
NGC4486_S325   187.374200	12.617750	1225	10	23.72
NGC4486_S326   187.703860	12.622540	1286	18	13.89
NGC4486_S327   187.865330	12.624850	1314	28	16.85
NGC4486_S328   187.767230	12.630430	1382	17	14.80
NGC4486_S329   187.699690	12.662620	1062	17	16.29
NGC4486_S330   187.598040	12.668330	1400	14	17.79
NGC4486_S331   187.988490	12.682140	1134	16	24.06
NGC4486_S332   187.745180	12.683810	1068	28	17.71
NGC4486_S333   187.462380	12.689600	1669	19	22.90
NGC4486_S334   187.840990	12.697770	1539	10	20.03
NGC4486_S335   187.982790	12.699900	1680	22	24.63
NGC4486_S336   187.752880	12.706380	1465	15	19.11
NGC4486_S337   187.856130	12.708790	1613	23	20.99
NGC4486_S338   187.655470	12.712800	1265	33	19.53
NGC4486_S339   187.548520	12.714220	1268	15	21.47
NGC4486_S340   187.605350	12.719390	1358	10	20.56
NGC4486_S341   187.609710	12.738990	1101	12	21.62
NGC4486_S342   187.508170	12.743820	1492	10	24.13
NGC4486_S343   187.739680	12.747020	 919	21	21.45
NGC4486_S344   187.469860	12.748630	1314	12	25.52
NGC4486_S345   187.795130	12.759330	1143	19	22.70
NGC4486_S346   187.483290	12.763180	 996	12	25.86
NGC4486_S347   187.567830	12.775630	 933	21	24.45
NGC4486_S348   187.674170	12.820730	1007	12	25.84
NGC4486_S349   187.535400	12.839200	1458	19	28.68
NGC4486_S350   187.652770	12.849480	1876	38	27.68
NGC4486_S351   187.824010	12.395810	1324	68	6.93
NGC4486_S352   187.824910	12.301220	1092	13	8.82
NGC4486_S353   187.822470	12.315300	1143	 9	8.21
NGC4486_S354   187.818010	12.312610	1848	63	8.08
NGC4486_S355   187.811140	12.436360	1956	106	6.74
NGC4486_S356   187.813030	12.293500	2169	11	8.58
NGC4486_S357   187.809280	12.362530	1839	54	6.29
NGC4486_S358   187.806370	12.343670	1040	77	6.54
NGC4486_S359   187.803170	12.401690	1365	106	5.73
NGC4486_S360   187.804320	12.351020	1174	71	6.25
NGC4486_S361   187.801840	12.393220	1548	106	5.62
NGC4486_S362   187.798350	12.341690	1841	77	6.17
NGC4486_S363   187.796400	12.382060	1182	69	5.33
NGC4486_S364   187.793640	12.386060	1145	123	5.15
NGC4486_S365   187.788190	12.420800	1794	106	5.14
NGC4486_S366   187.788650	12.378150	 749	106	4.91
NGC4486_S367   187.779590	12.404050	1049	106	4.39
NGC4486_S368   187.774190	12.444650	 871	12	5.13
NGC4486_S369   187.776650	12.334860	1236	56	5.35
NGC4486_S370   187.775090	12.366760	1536	133	4.31
NGC4486_S371   187.775070	12.340250	1446	106	5.07
NGC4486_S372   187.773560	12.395280	1781	115	3.97
NGC4486_S373   187.772700	12.415420	 880	106	4.18
NGC4486_S374   187.770040	12.398390	 814	106	3.78
NGC4486_S375   187.771390	12.334310	1233	 8	5.13
NGC4486_S376   187.768450	12.389230	1157	106	3.67
NGC4486_S377   187.770520	12.302290	 392	106	6.54
NGC4486_S378   187.765670	12.447290	 769	106	4.86
NGC4486_S379   187.764110	12.385020	 796	10	3.43
NGC4486_S380   187.762230	12.452960	1277	106	4.96
NGC4486_S381   187.761950	12.396450	1529	138	3.30
NGC4486_S382   187.758910	12.463810	1215	106	5.35
NGC4486_S383   187.760700	12.390790	2011	106	3.21
NGC4486_S384   187.762730	12.291380	2321	77	6.85
NGC4486_S385   187.758210	12.386950	1923	106	3.07
NGC4486_S386   187.757290	12.292170	1894	77	6.66
NGC4486_S387   187.755290	12.349030	1899	106	3.84
NGC4486_S388   187.753520	12.413040	1592	61	3.08
