  389 345.24478 30.147528  0 22.149 0.825 0.554
  392 345.16306 30.146889  0 21.688 0.773 0.343
  394 345.24695 30.148111  0 21.994 0.638 0.503
  396 345.25232 30.148472  0 23.355 0.616 0.466
  397 345.2492  30.148722  0 23.236 0.607 0.485
  399 345.25208 30.148972  0 22.617 0.766 0.321
  400 345.2452  30.14886   0 23.627 0.798 0.535
  401 345.2085  30.148527  0 23.367 0.652 0.398
  404 345.16345 30.14864   0 24.476 0.868 0.538
  405 345.1999  30.149471  0 22.101 0.847 0.532
  406 345.25082 30.150223  0 20.9   0.83  0.513
  408 345.33063 30.151611  0 22.926 0.776 0.482
  410 345.23734 30.150444  0 23.81  0.675 0.593
  412 345.27707 30.152027  0 23.913 0.933 0.562
  417 345.2175  30.15261   0 23.899 0.704 0.523
  418 345.2559  30.153334  0 23.263 0.8   0.542
  421 345.2328  30.1535    0 24.727 0.732 0.672
  422 345.23846 30.153778  0 21.755 0.664 0.43 
  425 345.17987 30.153694  0 23.589 0.796 0.596
  427 345.23413 30.154833  0 24.369 0.691 0.422
  428 345.20538 30.154362  0 22.081 0.657 0.482
  434 345.25555 30.15564   0 22.029 0.77  0.488
  437 345.21118 30.155361  0 23.063 0.646 0.378
  438 345.24646 30.15589   0 21.799 0.69  0.46 
  441 345.20407 30.155945  0 23.196 0.672 0.416
  443 345.2339  30.15664   0 22.612 0.708 0.481
  444 345.22592 30.15636   0 22.249 0.804 0.456
  446 345.25842 30.157223  0 23.01  0.681 0.533
  447 345.23608 30.15725   0 22.006 0.849 0.525
  449 345.24307 30.15775   0 22.097 0.784 0.523
  453 345.2394  30.158556  0 23.832 0.658 0.554
  455 345.31558 30.159918  0 23.106 0.678 0.515
  457 345.20175 30.158361  0 24.258 0.799 0.4  
  459 345.23053 30.159416  0 23.419 0.864 0.493
  466 345.29794 30.1635    0 20.388 0.776 0.498
  467 345.22662 30.162779  0 23.988 0.781 0.441
  470 345.20416 30.16336   0 20.925 0.698 0.431
  478 345.2559  30.167307  0 23.817 0.649 0.506
  482 345.2206  30.167667  0 23.284 0.743 0.55 
  485 345.2166  30.168417  0 24.067 0.935 0.52 
  487 345.2484  30.169556  0 24.122 0.978 0.735
  493 345.27954 30.172138  0 24.036 0.618 0.486
  496 345.21906 30.171444  0 22.985 1.005 0.576
  500 345.22958 30.172556  0 23.192 0.647 0.4  
  505 345.3295  30.176971  0 23.451 0.835 0.588
  508 345.215   30.176193  0 23.671 0.801 0.531
  510 345.23813 30.176916  0 23.725 0.729 0.596
  515 345.18225 30.178278  0 21.369 0.778 0.471
  517 345.19437 30.181334  0 24.146 0.919 0.477
  526 345.32275 30.074612  0 24.156 1.087 0.632
  530 345.17383 30.107805  0 24.176 0.998 0.516
  532 345.3229  30.126806  0 24.598 0.834 0.347
  533 345.2476  30.133     0 23.878 0.943 0.447
  534 345.24963 30.137806  0 23.454 1.034 0.523
  535 345.25516 30.157694  0 23.738 1.035 0.526
  536 345.22647 30.158722  0 24.933 0.939 0.745
