 137.8211  60.0541  -156.73   -50.75  1067.00     0.75     0.31     0.65     0.00     3.00    64.00    -5.98     0.00
 137.8096  60.0386  -173.68     6.48  1153.00     0.43     0.26     0.94     0.00     3.00    65.00    -4.73     0.00
 137.7969  60.0337  -195.32    25.64  1328.00     0.57     1.00     0.60     0.00     3.00    66.00    -5.35     0.00
 137.9516  60.0561    76.82   -73.30  1035.00     0.91     1.00     0.35     5.00     3.00    77.00   -10.93     0.00
 137.9458  60.0589    65.78   -82.50  1214.00     0.95     1.00     0.70     0.00     3.00    78.00    -6.07     0.00
 137.7997  60.0146  -185.81    93.71  1309.00     0.97     1.00     0.59     0.00     4.00     1.00    -4.96     0.00
 137.8677  59.9830   -56.44   199.48  1189.00     1.00     1.00     0.25     0.00     4.00     4.00    -5.51     0.00
 137.8473  60.0664  -112.57   -97.72  1260.00     0.98     0.82     0.45     0.00     4.00     6.00    -4.76     0.00
 137.6984  60.0499  -375.83   -20.96  1379.00     0.92     1.00     0.47     0.00     4.00     8.00    -5.58     0.00
 137.7608  60.0011  -252.49   146.98  1308.00     1.00     1.00     0.58     0.00     4.00    10.00    -4.92     0.00
 137.9121  59.9871    22.31   179.33  1566.00     1.00     1.00     0.35     0.00     4.00    11.00    -6.09     0.00
 137.9032  60.0711   -13.43  -121.51  1194.00     0.99     1.00     0.64     0.00     4.00    12.00    -5.56     0.00
 138.0192  60.1040   186.93  -253.16  1607.00     1.00     1.00     0.29     0.00     4.00    13.00    -6.20     0.00
 137.9762  60.0671   118.55  -115.45  1411.00     0.99     1.00     0.89     0.00     4.00    14.00    -4.90     0.00
 137.9544  60.0629    80.36   -97.94  1138.00     0.98     1.00     0.53     0.00     4.00    17.00    -6.78     0.00
 137.9544  60.1015    71.26  -236.46  1283.00     1.00     1.00     0.49     0.00     4.00    18.00    -5.10     0.00
 137.7829  60.0276  -219.00    49.14  1198.00     0.80     0.99     0.49     0.00     4.00    19.00    -5.17     0.00
 137.7746  59.9978  -227.00   157.10  1444.00     1.00     1.00     0.61     0.00     4.00    20.00    -5.59     0.00
 138.0304  59.9603   240.84   261.66  1486.00     1.00     1.00     0.54     0.00     4.00    26.00    -5.10     0.00
 137.9894  59.9666   165.81   244.05  1493.00     1.00     1.00     0.42     0.00     4.00    27.00    -5.20     0.00
 137.7978  60.0927  -207.67  -186.44  1335.00     1.00     1.00     0.64     0.00     4.00    30.00    -4.93     0.00
 137.7113  60.0758  -358.89  -115.81  1201.00     1.00     1.00     0.61     0.00     4.00    31.00    -4.97     0.00
 137.9716  60.0592   112.02   -86.67  1296.00     0.96     1.00     0.65     0.00     4.00    38.00    -5.33     0.00
 137.7762  60.0455  -235.31   -14.59  1324.00     0.61     1.00     0.56     0.00     4.00    40.00    -5.62     0.00
 137.7544  60.0405  -273.18     6.01  1189.00     0.70     1.00     0.65     0.00     4.00    41.00    -5.30     0.00
 137.6008  60.0311  -546.58    57.94  1386.00     0.50     1.00     0.52     0.00     4.00    42.00    -6.23     0.00
 137.8524  59.9990   -87.63   143.64  1477.00     1.00     1.00     0.69     0.00     4.00    52.00    -5.58     0.00
 138.0440  60.0277   249.37    17.94  1444.00     0.67     1.00     0.37     0.00     4.00    53.00    -5.32     0.00
 138.0113  59.9920   199.04   149.97  1469.00     1.00     0.99     0.73     0.00     4.00    54.00    -4.96     0.00
 137.7576  60.0107  -260.52   112.65  1370.00     0.99     1.00     0.36     0.00     4.00    67.00    -5.21     0.00
 137.7528  60.0296  -273.49    45.44  1493.00     0.85     1.00     0.69     5.00     4.00    68.00    -6.88     0.00
 137.7849  60.0487  -220.37   -27.05  1185.00     0.63     1.00     0.40     0.00     4.00    69.00    -5.41     0.00
 137.9266  60.1673     5.95  -469.61  1334.00     0.50     0.23     0.55     0.00     4.00    79.00    -4.10     0.00
 137.9223  59.9998    37.57   132.58  1353.00     1.00     1.00     0.78     0.00     4.00    80.00    -4.90     0.00
 137.8682  59.9916   -57.55   168.30  1387.00     1.00     1.00     0.57     0.00     4.00    81.00    -4.97     0.00
 137.8556  59.9717   -75.37   241.49  1281.00     1.00     1.00     0.48     0.00     4.00    82.00    -4.98     0.00
 137.8531  59.9938   -85.05   162.27  1393.00     1.00     1.00     0.30     0.00     4.00    83.00    -5.02     0.00
 137.8459  59.9964   -98.56   153.89  1072.00     1.00     1.00     0.63     0.00     4.00    84.00    -6.62     0.00
 137.8388  60.0006  -112.34   139.46  1442.00     1.00     1.00     0.33     0.00     4.00   106.00    -5.37     0.00
